,feature,target
0,0.7760951513839666,6.262964728084452
1,0.6542324089507453,1.534566217997618
2,0.4121091659299534,2.687522303317925
3,0.6059655214587735,4.609976266706178
4,0.948018500561238,5.07309467871808
5,0.5607979232225241,1.5687303202251126
6,0.19762024529444233,3.410696472872027
7,0.4706235944879883,4.373781627659824
8,0.15180605812569192,2.990065958751903
9,0.9111888722685926,5.763981998351861
10,0.1384153143218747,3.955461337911933
11,0.8247666110342745,4.576938382805125
12,0.9545543013989279,3.7961392406408825
13,0.17631553786379106,1.757788188440098
14,0.4648168158546073,4.908716357123232
15,0.9664548247793391,5.850617850768688
16,0.030216198327070565,2.0411846953678325
17,0.09491651301219917,1.3025521408975038
18,0.3881539394337259,3.06939720501729
19,0.3587789099873958,3.7295950051293625
20,0.43305796662440477,3.1886106229570332
21,0.6870645332072394,4.470872036511203
22,0.29865161973540966,3.251934953186879
23,0.8480246312095141,4.067016365705138
24,0.03818023880903931,3.3231972506514906
25,0.030948056245326483,2.259393005225041
26,0.23315920226335018,4.569436010591157
27,0.09963905176694521,3.5962343241607257
28,0.38386039778014946,4.268994973451173
29,0.9188813649547094,4.771318046538193
30,0.4711956329605318,5.184671800895961
31,0.02503121898909877,1.8081142138815702
32,0.8736503745351055,5.545577963702951
33,0.6805313084665169,3.024767013321508
34,0.9437196778374697,5.048306572382974
35,0.09944139929827711,4.399860224304479
36,0.5782219994049306,2.43410895522572
37,0.7711666559819647,4.72549623383466
38,0.23017767172395465,2.699965161251962
39,0.6481532826495298,4.072391566790413
40,0.5674570133138269,2.459594954510914
41,0.7343332522470619,5.083302200389353
42,0.20059480077750846,2.7666717351588934
43,0.5604560456958398,2.643033664357536
44,0.07018576729268633,4.630031895036026
45,0.7436394976831979,4.730452629047572
46,0.9847873033297063,5.16741807557099
47,0.3907810018815837,2.750847281267993
48,0.28002918163656376,3.8563583624950537
49,0.029384947587547616,3.6766179501158787
50,0.7554453191939686,3.8182416765721383
51,0.8829716201378239,2.693518558259147
52,0.624523381283555,3.709691035155804
53,0.9262573532476931,4.0698607667037034
54,0.27106705971406486,2.8865971919382294
55,0.9818980800611534,4.590026649079644
56,0.09262541480155118,4.449922322988322
57,0.6345936987851669,4.161618137733909
58,0.3124323130103658,3.42501502513008
59,0.19154674524095283,5.002352092531071
60,0.4107304183821311,3.8769178955808674
61,0.35894025869337487,4.061810394018416
62,0.17750917112631037,1.8786309098783538
63,0.44396506591426466,3.734383887973871
64,0.13521468915659207,4.1215112989617
65,0.6645359850394607,3.7938477186590123
66,0.3836175332249805,2.7112201415548114
67,0.130560312679168,2.946512650853811
68,0.764435065266657,5.5296741266327984
69,0.29246168337173317,3.84886956697492
70,0.8933554197854974,3.854157928840317
71,0.4153494123527701,3.3367545897117727
72,0.7949618242766558,4.8541917039504225
73,0.4227031062745972,3.4115447717895235
74,0.6841748624483361,5.521571798814928
75,0.3444558476691464,5.301176322868642
76,0.45192802896302753,4.309483364196866
77,0.4746016922332368,4.286665893288557
78,0.3843707672675546,3.7019873973436535
79,0.319437612310867,3.239198977312361
80,0.5693485548379126,3.100835705961326
81,0.37315349041136847,3.195909251340093
82,0.8438065008180341,5.548308245102967
83,0.12156927332791867,1.6073671181555622
84,0.1318903272825961,2.4692034927563564
85,0.5040000927112416,1.7276850136759505
86,0.20958293165431352,4.597998539113906
87,0.7225299940801689,5.7167672823612286
88,0.21109686924643634,1.7717814720961442
89,0.7037631960972869,5.41697664288781
90,0.4784613265615143,2.8205131558492376
91,0.7953091973733083,4.485758476716871
92,0.8084022517950488,4.23508658087078
93,0.6369010272610177,4.124651066580496
94,0.1215909499313127,2.077304484992132
95,0.36539983412497956,3.989295704208388
96,0.2559076101819845,3.142562588369374
97,0.6982527625614682,4.996125921934896
98,0.9453559095716145,6.635449511687802
99,0.08708424116186542,3.3302323691195124
100,0.6765069817454208,4.623270165448754
101,0.2605501461108388,2.7192523637110053
102,0.3372676602865562,3.6557820254330298
103,0.031121544967405934,1.4257014810596824
104,0.5495710357588431,2.7072110216626606
105,0.7995479454773256,4.692853348244421
106,0.5315402105555734,4.640582174471266
107,0.8558980000897803,6.636617735842874
108,0.9182979897866423,5.272717778643643
109,0.12195257252982117,1.8394287400698626
110,0.18579799637769423,1.8735203314646105
111,0.027010545621591664,1.7335707463225976
112,0.2207005640936719,2.6840644495769106
113,0.5177471687928419,2.2839985145418717
114,0.05341543210347244,1.987100068111595
115,0.6650014523160142,6.118400120555662
116,0.7907889912986275,5.535242031575755
117,0.40314986713278944,4.547177335813253
118,0.012263109997592836,2.7620802685056285
119,0.07309141640920103,0.45581122594200396
120,0.6888277056775615,2.6893975333289335
121,0.9027875267144557,5.0592025967551955
122,0.7717851819116192,5.189673866269588
123,0.875034628404081,3.370537488940176
124,0.5982223851235554,4.233049262351365
125,0.7084906316511086,2.6156208429045646
126,0.5035657365691418,3.376214392649818
127,0.9257901468651534,4.746621707422412
128,0.4391527598216768,4.741303002159027
129,0.17805612959747452,3.4757285261508573
130,0.43584445331310495,2.809591918247136
131,0.893498856291679,2.8543120458028355
132,0.5885101115382795,4.780133591082515
133,0.5670361472800853,3.6363808308171284
134,0.6040739400082191,5.129701083077494
135,0.24069668122513332,3.04069385520495
136,0.30981612898628086,3.4438687484040598
137,0.8809874891463851,3.6118328537577513
138,0.5532575562872103,2.607693009482033
139,0.5930571637276802,4.018528892304578
140,0.9574285412179724,3.2812224868829425
141,0.4802688240855515,3.441541984053269
142,0.01331877014978422,0.510191516707081
143,0.7210013812219292,4.873558058426753
144,0.9566532123312391,5.700900333970454
145,0.6016437956262202,5.38182642920815
146,0.8746645653317441,3.3709698897242237
147,0.518672068115474,3.9211024005505006
148,0.9783027139898177,4.360466484558726
149,0.9777727250356752,5.305959435393202
150,0.998986486495898,6.4360981867321865
151,0.5214361850733966,2.8573395998804947
152,0.9554662738142028,6.110684950815813
153,0.928342447408185,5.735133074908141
154,0.8920472417863945,6.010061137734798
155,0.5588881735668538,4.843487899521289
156,0.7597217134707134,5.031098820071909
